system_id,system,feature,rating,primary_citation,justification,confidence,source_url,support_status,reviewer_note,independent_reconstruction_status
BIO-dpannarchaea,DPANN archaea,F13,tilde,Castelle et al. 2015; Castelle et al. 2018,Adaptive capacity reduced; host-dependent lifestyle constrains independent evolution.,medium,https://doi.org/10.1016/j.cub.2015.01.014,synthesized,,partial
BIO-plantwgd,Plant WGD,F1,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,DNA/RNA genome serves as heritable digital string. 96.2%,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F2,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Gene family expansion via duplication confirmed. 96.2%,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F3,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Gene loss (deletion/pseudogenization) confirmed as ongoing evolutionary process.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F4,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Natural selection on fitness differences confirmed; differential reproductive success observed.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F5,check,Karev et al. 2002,Gene family size distribution fits BDI3 model; alpha=2.1-2.2; BDIM-Karev chi-squared.,high,https://doi.org/10.1073/pnas.232428399,direct,,yes
BIO-plantwgd,Plant WGD,F6,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Balanced birth-death-innovation dynamics confirmed; gene gain and loss rates approximately equal.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F7,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Open-ended complexity growth confirmed; genome can expand via duplication and HGT.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F8,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Drake K constant satisfied; mutation rate × genome size product within expected range.,medium,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F9,tilde,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Error threshold partially satisfied; mutational robustness uncertain or not formally tested.,low,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F10,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F12,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Hierarchical modularity confirmed; genome organized into operons/regulons/modules.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F13,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,Evolvability confirmed; system demonstrates capacity for adaptive innovation and phenotypic change.,high,https://doi.org/10.1105/tpc.014134,direct,,yes
BIO-plantwgd,Plant WGD,F14,check,Blanc & Wolfe 2004; Maere et al. 2005 PNAS,WGD confirmed; polyploidy events documented with power-law preservation (mathematical identity).,high,https://doi.org/10.1105/tpc.014134,direct,,yes
LANG-language,Language (alpha~1),F1,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F2,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Duplication/copying mechanism confirmed for information unit expansion.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F3,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Deletion/loss mechanism confirmed for information units.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F4,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Selection mechanism confirmed for differential survival of variants.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F5,tilde,Clauset et al. 2009; Piantadosi 2014,Alpha near 1.0 at sharp E7 boundary; indistinguishable from lognormal; mechanistic ambiguity.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F6,tilde,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Neutral/BDIM-like dynamics partially supported; quantitative fit not established.,low,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F7,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F8,tilde,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Mutation analog (word change rate) exists but Drake K constant not formally applicable.,low,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F12,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Modularity and hierarchical organization confirmed.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
LANG-language,Language (alpha~1),F13,check,Clauset et al. 2009; Piantadosi et al. 2011 PNAS,Evolvability / adaptive capacity confirmed.,medium,https://doi.org/10.1137/070710111,synthesized,,yes
ECON-cities,Cities (alpha~1),F1,tilde,Gabaix 1999; Eeckhout 2004,Partial or ambiguous heritable string; information transmission exists but lacks full digital genome properties.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F2,tilde,Gabaix 1999; Eeckhout 2004,Partial or limited duplication capacity observed.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F3,tilde,Gabaix 1999; Eeckhout 2004,Partial evidence for deletion; loss mechanism exists but may be limited or ambiguous.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F4,check,Gabaix 1999; Eeckhout 2004,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F5,tilde,Gabaix 1999; Eeckhout 2004,Alpha near 1.0 at sharp E7 boundary; indistinguishable from lognormal; mechanistic ambiguity.,medium,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F6,tilde,Gabaix 1999; Eeckhout 2004,Neutral/BDIM-like dynamics partially supported; quantitative fit not established.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F7,tilde,Gabaix 1999; Eeckhout 2004,Partial evidence for open-ended complexity growth; constrained or ambiguous.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F12,check,Gabaix 1999; Eeckhout 2004,Modular/hierarchical organization observed in system structure.,medium,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-cities,Cities (alpha~1),F13,tilde,Gabaix 1999; Eeckhout 2004,Partial adaptive capacity; system shows some innovation but lacks full biological evolvability.,low,https://doi.org/10.1162/003355399556133,direct,,yes
ECON-patents,Patents (E9 fail),F1,check,not balanced dup/del); otherwise Inside-like,Cultural/computational entity serves as discrete heritable information unit transmitted across generations.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F2,check,not balanced dup/del); otherwise Inside-like,Duplication/copying mechanism confirmed for information unit expansion.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F3,check,not balanced dup/del); otherwise Inside-like,Deletion/loss mechanism confirmed for information units.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F4,check,not balanced dup/del); otherwise Inside-like,"Selection analog (market competition, user preference) drives differential survival of variants.",medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F5,check,not balanced dup/del); otherwise Inside-like,Power-law distribution confirmed; alpha=N/A.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F6,cross,not balanced dup/del); otherwise Inside-like,No balanced birth-death-innovation dynamics; system lacks BDIM mechanism.,high,,synthesized,,partial
ECON-patents,Patents (E9 fail),F7,check,not balanced dup/del); otherwise Inside-like,Open-ended complexity growth observed in system diversity/complexity metrics.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F10,check,not balanced dup/del); otherwise Inside-like,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F12,check,not balanced dup/del); otherwise Inside-like,Modular/hierarchical organization observed in system structure.,medium,,synthesized,,partial
ECON-patents,Patents (E9 fail),F13,check,not balanced dup/del); otherwise Inside-like,Adaptive capacity observed; system shows capacity for innovation and diversification.,medium,,synthesized,,partial
INFO-www,WWW hyperlinks,F1,cross,Broder et al. 2000; Meusel et al. 2014,No heritable digital string; system lacks replicating information carriers.,high,,direct,,yes
INFO-www,WWW hyperlinks,F2,cross,Broder et al. 2000; Meusel et al. 2014,No duplication mechanism present in this system.,high,,direct,,yes
INFO-www,WWW hyperlinks,F3,cross,Broder et al. 2000; Meusel et al. 2014,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,,direct,,yes
INFO-www,WWW hyperlinks,F4,tilde,Broder et al. 2000; Meusel et al. 2014,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,,direct,,yes
INFO-www,WWW hyperlinks,F5,tilde,Broder et al. 2000; Meusel et al. 2014,Partial power-law evidence; not formally fitted or ambiguous fit.,low,,direct,,yes
INFO-www,WWW hyperlinks,F7,tilde,Broder et al. 2000; Meusel et al. 2014,System grows in size but complexity growth is not open-ended in the biological sense.,low,,direct,,yes
INFO-www,WWW hyperlinks,F9,cross,Broder et al. 2000; Meusel et al. 2014,No error threshold mechanism; information system lacks biological mutation-selection balance.,high,,direct,,yes
INFO-www,WWW hyperlinks,F10,check,Broder et al. 2000; Meusel et al. 2014,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,,direct,,yes
INFO-www,WWW hyperlinks,F12,tilde,Broder et al. 2000; Meusel et al. 2014,Partial modularity; network has community structure but lacks biological-level hierarchy.,low,,direct,,yes
INFO-www,WWW hyperlinks,F13,cross,Broder et al. 2000; Meusel et al. 2014,No evolvability in biological sense; system growth is not adaptive.,high,,direct,,yes
INFO-ppi,PPI networks,F1,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial or ambiguous heritable string; information transmission exists but lacks full digital genome properties.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F2,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial or limited duplication capacity observed.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F3,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial evidence for deletion; loss mechanism exists but may be limited or ambiguous.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F4,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F5,tilde,Barabasi & Oltvai 2004; Luck et al. 2020,Power-law fit contested; potential artifact concerns; Contested (Blumenthal 2024).,low,,synthesized,,partial
INFO-ppi,PPI networks,F7,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,System grows in size but complexity growth is not open-ended in the biological sense.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F9,cross,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,No error threshold mechanism; information system lacks biological mutation-selection balance.,high,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F10,check,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F12,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial modularity; network has community structure but lacks biological-level hierarchy.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
INFO-ppi,PPI networks,F13,tilde,Luck et al. 2020 Nature; Blumenthal et al. 2024 eLife,Partial adaptive capacity in network growth; not evolvability in the biological sense.,low,https://doi.org/10.1038/s41586-020-2188-x,synthesized,,partial
NEUR-avalanches,Neuronal avalanches,F1,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No heritable digital string; system lacks replicating information carriers.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F2,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No duplication mechanism present in this system.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F3,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F4,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F5,tilde,Beggs & Plenz 2003; Priesemann et al. 2014,Power-law fit contested; potential artifact concerns; Contested.,low,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F7,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No open-ended complexity growth observed.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F8,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No mutation rate in the genomic sense; epigenetic changes do not follow Drake K.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F9,cross,Beggs & Plenz 2003; Priesemann et al. 2014,Error threshold not satisfied; system lacks mutational robustness mechanism.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F10,check,Beggs & Plenz 2003; Priesemann et al. 2014,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F12,tilde,Beggs & Plenz 2003; Priesemann et al. 2014,Partial modularity observed but not fully characterized.,low,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-avalanches,Neuronal avalanches,F13,cross,Beggs & Plenz 2003; Priesemann et al. 2014,No evolvability or adaptive capacity observed.,high,https://doi.org/10.1523/JNEUROSCI.23-35-11167.2003,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F1,tilde,Schmitz et al. 2011 Science,Partial or ambiguous heritable string; information transmission exists but lacks full digital genome properties.,low,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F2,tilde,Schmitz et al. 2011 Science,Partial or limited duplication capacity observed.,low,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F3,tilde,Schmitz et al. 2011 Science,Partial evidence for deletion; loss mechanism exists but may be limited or ambiguous.,low,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F4,tilde,Schmitz et al. 2011 Science,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F5,cross,Schmitz et al. 2011 Science,No power-law distribution in epigenetic marks; F5 not satisfied.,medium,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F7,tilde,Schmitz et al. 2011 Science,Complexity growth limited; somatic evolution increases heterogeneity but within bounded tissue context.,medium,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F8,cross,Schmitz et al. 2011 Science,No mutation rate in the genomic sense; epigenetic changes do not follow Drake K.,high,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F9,cross,Schmitz et al. 2011 Science,Error threshold not satisfied; system lacks mutational robustness mechanism.,high,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F10,check,Schmitz et al. 2011 Science,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F12,tilde,Schmitz et al. 2011 Science,Modularity partially disrupted; somatic evolution erodes normal tissue organization.,medium,,direct,,yes
NEUR-cancerepigenomics,Cancer epigenomics,F13,tilde,Schmitz et al. 2011 Science,Evolvability constrained; somatic evolution is adaptive locally but destructive at organism level.,medium,,direct,,yes
CHEM-rnaworld,RNA World,F1,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial or ambiguous heritable string; information transmission exists but lacks full digital genome properties.,low,https://doi.org/10.1038/319618a0,qualitative,"F1 tilde: RNA World is a theoretical framework; heritable string property is inferred from model, not directly observed",no
CHEM-rnaworld,RNA World,F2,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial or limited duplication capacity observed.,low,https://doi.org/10.1038/319618a0,qualitative,F2 tilde: duplication in prebiotic RNA is inferred from autocatalytic models; not experimentally confirmed at system level,no
CHEM-rnaworld,RNA World,F3,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial evidence for deletion; loss mechanism exists but may be limited or ambiguous.,low,https://doi.org/10.1038/319618a0,qualitative,F3 tilde: deletion in prebiotic RNA inferred; not directly measured in prebiotic system,no
CHEM-rnaworld,RNA World,F4,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial or ambiguous selection; differential fitness effects exist but are weak or contested.,low,https://doi.org/10.1038/319618a0,qualitative,F4 tilde: selection in RNA World is theoretical; early selection dynamics not directly observable,no
CHEM-rnaworld,RNA World,F5,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial power-law evidence; not formally fitted or ambiguous fit.,low,https://doi.org/10.1038/319618a0,qualitative,F5 tilde: power-law in prebiotic systems is theoretical; no formal empirical fit available,no
CHEM-rnaworld,RNA World,F7,check,Joyce 2002 Nature; Eigen 1971 Naturwissenschaften,Autocatalytic networks capable of open-ended growth in principle.,low,https://doi.org/10.1038/418214a,qualitative,F7: autocatalytic growth is theoretically open-ended but not empirically measured in prebiotic context,no
CHEM-rnaworld,RNA World,F9,tilde,Eigen 1971 Naturwissenschaften; Joyce 2002 Nature,Error threshold partially satisfied; mutational robustness uncertain or not formally tested.,low,https://doi.org/10.1038/418214a,qualitative,F9 tilde: error threshold in RNA World follows Eigen 1971 model; prebiotic applicability is inferred,no
CHEM-rnaworld,RNA World,F10,check,Gilbert 1986 Nature; Joyce 2002 Nature,Landauer bound applies; information processing in living/computational system incurs thermodynamic cost.,medium,https://doi.org/10.1038/319618a0,qualitative,F10: Landauer bound applies in principle but not measured in prebiotic RNA context,no
CHEM-rnaworld,RNA World,F12,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Proto-modularity in autocatalytic networks; hierarchical organization primitive or absent.,low,https://doi.org/10.1038/319618a0,qualitative,F12 tilde: proto-modularity in autocatalytic networks is theoretical,no
CHEM-rnaworld,RNA World,F13,tilde,Gilbert 1986 Nature; Joyce 2002 Nature,Partial evolvability; adaptive capacity limited or ambiguous.,low,https://doi.org/10.1038/319618a0,qualitative,F13 tilde: limited evolvability in RNA World; theoretical claim based on Joyce 2002,no
PHYS-earthquakes,Earthquakes,F1,cross,Gutenberg & Richter 1944; Kagan 2010,No heritable digital string; system lacks replicating information carriers.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F2,cross,Gutenberg & Richter 1944; Kagan 2010,No duplication mechanism present in this system.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F3,cross,Gutenberg & Richter 1944; Kagan 2010,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F4,cross,Gutenberg & Richter 1944; Kagan 2010,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F5,check,USGS ComCat; Kagan 2010; Clauset et al. 2009,Power-law confirmed; Clauset KS p>0.1; alpha=~2.0 (energy); method: MLE-Clauset.,high,https://doi.org/10.1137/070710111,direct,,yes
PHYS-earthquakes,Earthquakes,F7,cross,Gutenberg & Richter 1944; Kagan 2010,No complexity growth; physical system does not accumulate heritable information.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F9,cross,Gutenberg & Richter 1944; Kagan 2010,No error threshold; physical system lacks heritable information requiring mutational robustness.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F12,cross,Gutenberg & Richter 1944; Kagan 2010,No modularity in biological sense; physical system lacks hierarchical information organization.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-earthquakes,Earthquakes,F13,cross,Gutenberg & Richter 1944; Kagan 2010,No evolvability; physical system lacks adaptive capacity or heritable variation.,high,https://doi.org/10.1111/j.2153-3490.1956.tb01249.x,direct,,yes
PHYS-solarflares,Solar flares,F1,cross,Aschwanden & Schrijver 2025,No heritable digital string; system lacks replicating information carriers.,high,,direct,,yes
PHYS-solarflares,Solar flares,F2,cross,Aschwanden & Schrijver 2025,No duplication mechanism present in this system.,high,,direct,,yes
PHYS-solarflares,Solar flares,F3,cross,Aschwanden & Schrijver 2025,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,,direct,,yes
PHYS-solarflares,Solar flares,F4,cross,Aschwanden & Schrijver 2025,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,,direct,,yes
PHYS-solarflares,Solar flares,F5,check,Aschwanden & Schrijver 2025,Power-law confirmed; Clauset KS p>0.1; alpha=1.5-1.8; method: MLE.,high,,direct,,yes
PHYS-solarflares,Solar flares,F7,cross,Aschwanden & Schrijver 2025,No complexity growth; physical system does not accumulate heritable information.,high,,direct,,yes
PHYS-solarflares,Solar flares,F9,cross,Aschwanden & Schrijver 2025,No error threshold; physical system lacks heritable information requiring mutational robustness.,high,,direct,,yes
PHYS-solarflares,Solar flares,F12,cross,Aschwanden & Schrijver 2025,No modularity in biological sense; physical system lacks hierarchical information organization.,high,,direct,,yes
PHYS-solarflares,Solar flares,F13,cross,Aschwanden & Schrijver 2025,No evolvability; physical system lacks adaptive capacity or heritable variation.,high,,direct,,yes
PHYS-turbulence,Turbulence,F1,cross,Kolmogorov 1941,No heritable digital string; system lacks replicating information carriers.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F2,cross,Kolmogorov 1941,No duplication mechanism present in this system.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F3,cross,Kolmogorov 1941,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F4,cross,Kolmogorov 1941,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F5,check,Kolmogorov 1941,Power-law distribution confirmed; alpha=N/A.,medium,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F7,cross,Kolmogorov 1941,No complexity growth; physical system does not accumulate heritable information.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F9,cross,Kolmogorov 1941,No error threshold; physical system lacks heritable information requiring mutational robustness.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F12,cross,Kolmogorov 1941,No modularity in biological sense; physical system lacks hierarchical information organization.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-turbulence,Turbulence,F13,cross,Kolmogorov 1941,No evolvability; physical system lacks adaptive capacity or heritable variation.,high,https://doi.org/10.1098/rspa.1991.0075,direct,,yes
PHYS-galaxylf,Galaxy LF,F1,cross,Blanton et al. 2003 ApJ,No heritable digital string; system lacks replicating information carriers.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F2,cross,Blanton et al. 2003 ApJ,No duplication mechanism present in this system.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F3,cross,Blanton et al. 2003 ApJ,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F4,cross,Blanton et al. 2003 ApJ,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F5,tilde,Blanton et al. 2003 (SDSS),Not a pure Pareto distribution; Schechter function with exponential cutoff; faint-end slope only.,medium,,direct,,yes
PHYS-galaxylf,Galaxy LF,F7,cross,Blanton et al. 2003 ApJ,No complexity growth; physical system does not accumulate heritable information.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F9,cross,Blanton et al. 2003 ApJ,No error threshold; physical system lacks heritable information requiring mutational robustness.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F12,cross,Blanton et al. 2003 ApJ,No modularity in biological sense; physical system lacks hierarchical information organization.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-galaxylf,Galaxy LF,F13,cross,Blanton et al. 2003 ApJ,No evolvability; physical system lacks adaptive capacity or heritable variation.,high,https://doi.org/10.1086/376950,direct,,yes
PHYS-stellarimf,Stellar IMF,F1,cross,Chabrier 2003; Kroupa 2001,No heritable digital string; system lacks replicating information carriers.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F2,cross,Chabrier 2003; Kroupa 2001,No duplication mechanism present in this system.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F3,cross,Chabrier 2003; Kroupa 2001,No deletion mechanism analogous to gene loss; system lacks information removal process.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F4,cross,Chabrier 2003; Kroupa 2001,No selection mechanism; system dynamics are governed by physical processes without differential fitness.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F5,tilde,Chabrier 2003; Kroupa 2001,"Salpeter power law above 1 Msun but lognormal below; composite distribution, not pure power law.",medium,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F7,cross,Chabrier 2003; Kroupa 2001,No complexity growth; physical system does not accumulate heritable information.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F9,cross,Chabrier 2003; Kroupa 2001,No error threshold; physical system lacks heritable information requiring mutational robustness.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F12,cross,Chabrier 2003; Kroupa 2001,No modularity in biological sense; physical system lacks hierarchical information organization.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-stellarimf,Stellar IMF,F13,cross,Chabrier 2003; Kroupa 2001,No evolvability; physical system lacks adaptive capacity or heritable variation.,high,https://doi.org/10.1086/376392,direct,,yes
PHYS-molclouds,Mol. clouds,F1,cross,Rice et al. 2016 ApJ,No heritable digital string; system lacks replicating information carriers.,high,,direct,,yes
PHYS-molclouds,Mol. clouds,F2,cross,Rice et al. 2016 ApJ,No duplication mechanism present in this system.,high,,direct,,yes
